Trip_ID,Source,Destination,Destination_Type,Season,Cost,Package_Price,User_Budget,User_Rating,Package_Type,Package_Category,Accomidation_type,Transport_type,Package_Title,Trip_Description,Itinerary_Plan,Highlights,Image_URL,Duration_Days
T0223,Kolkata,Varanasi,Spiritual,Winter,12892,11602,15736,4,Budget,Beach,Standard Hotel,Bus / Train / Cab,Varanasi Getaway 7D/6N,Explore the best of Varanasi on this 7 Days / 6 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Varanasi. Remaining days for local exploration.,Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,7
T0224,Delhi,Darjeeling,Hill,All Season,16583,14924,24133,4.9,Couple,Beach,Cottage,Flight / Cab,Darjeeling Getaway 7D/6N,Explore the best of Darjeeling on this 7 Days / 6 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Darjeeling. Remaining days for local exploration.,Hill viewpoints near Darjeeling; Short treks; Nature walks; Local village visit; Sunrise spots,https://s7ap1.scene7.com/is/image/incredibleindia/1-the-land-of-the-thunderbolt-darjeeling-west-bengal-city-ff?qlt=82&ts=1726643758623,7
T0225,Hyderabad,Hampi,Cultural,All Season,1533,1379,1899,3.9,Group,Hill,Ashram,Jeep / Trek / Off-road,Hampi Getaway 1D/1N,Explore the best of Hampi on this 1 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Hampi. Remaining days for local exploration.,Hampi City Palace; Hampi Heritage Walk; Local markets; Traditional performance; Museum visit,https://images.travelandleisureasia.com/wp-content/uploads/sites/2/2025/02/12133950/Hampi-places-to-visit-FI-1600x900.jpg,1
T0226,Delhi,pondicherry,Beach,Spring,7261,6534,9874,4.3,Couple,Adventure,Ashram,Flight / Cab,pondicherry Getaway 3D/2N,Explore the best of pondicherry on this 3 Days / 2 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in pondicherry. Remaining days for local exploration.,pondicherry beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://theculturetrip.com/wp-content/uploads/2017/12/rock-beach-pondy.jpg,3
T0227,Bangalore,Mysore,Cultural,All Season,8820,7938,9707,4.6,Family,Spiritual,Standard Hotel,Flight / Cab,Mysore Getaway 4D/3N,Explore the best of Mysore on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Mysore. Remaining days for local exploration.,Mysore City Palace; Mysore Heritage Walk; Local markets; Traditional performance; Museum visit,https://www.holidaymonk.com/wp-content/uploads/2022/05/Mysore-Palace.webp,4
T0228,Ahmedabad,Kerala,Nature,Spring,4661,4194,6862,4.3,Budget,Adventure,Homestay,Car/Coach,Kerala Getaway 2D/1N,Explore the best of Kerala on this 2 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Kerala. Remaining days for local exploration.,Scenic spots around Kerala; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://media.worldnomads.com/social-share-images/india/see-and-do-kerala-social.jpg,2
T0229,Chennai,Manali,Adventure,Monsoon,3899,3509,4542,4.9,Family,Hill,Ashram,Flight / Cab,Manali Getaway 1D/1N,Explore the best of Manali on this 1 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Manali. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://www.gokitetours.com/wp-content/uploads/2024/10/The-7-Best-Places-to-visit-in-Shimla-for-Snowfall.webp,1
T0230,Pune,Manali,Hill,Monsoon,20252,18226,24253,4.5,Budget,Adventure,Campsite,Cab / Jeep / Train,Manali Getaway 8D/7N,Explore the best of Manali on this 8 Days / 7 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Manali. Remaining days for local exploration.,Hill viewpoints near Manali; Short treks; Nature walks; Local village visit; Sunrise spots,https://www.gokitetours.com/wp-content/uploads/2024/10/The-7-Best-Places-to-visit-in-Shimla-for-Snowfall.webp,8
T0231,Bangalore,vizag,Beach,Monsoon,6835,6151,8322,3.8,Family,Adventure,Standard Hotel,Bus / Train / Cab,vizag Getaway 4D/3N,Explore the best of vizag on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in vizag. Remaining days for local exploration.,vizag beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://www.indiantempletour.com/wp-content/uploads/2022/08/Andaman-and-Nicobar-Islands-Package-1.jpg,4
T0232,Chennai,Spiti,Adventure,All Season,26750,24075,35705,3.8,Luxury,Hill,Resort,Bus / Train / Cab,Spiti Getaway 9D/8N,Explore the best of Spiti on this 9 Days / 8 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Spiti. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmugeHcyurV8E1iguOdWfCnPh4gxVtrBwgeQ&s,9
T0233,Bangalore,Mysore,Cultural,All Season,18859,16973,27640,3.6,Couple,Adventure,Homestay,Cab / Jeep / Train,Mysore Getaway 7D/6N,Explore the best of Mysore on this 7 Days / 6 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Mysore. Remaining days for local exploration.,Mysore City Palace; Mysore Heritage Walk; Local markets; Traditional performance; Museum visit,https://www.holidaymonk.com/wp-content/uploads/2022/05/Mysore-Palace.webp,7
T0234,Kolkata,Coorg,Nature,All Season,14201,12780,16046,3.7,Luxury,Adventure,Cottage,Bus / Train / Cab,Coorg Getaway 6D/5N,Explore the best of Coorg on this 6 Days / 5 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Coorg. Remaining days for local exploration.,Scenic spots around Coorg; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://i0.wp.com/oneday.travel/wp-content/uploads/up-tours-1-day-coorg-with-talacauvery-local-sightseeing-tour-package-private-car-header.jpg?fit=1400%2C700&ssl=1,6
T0235,Ahmedabad,chennai,Beach,Monsoon,5725,5152,7299,4.3,Budget,Adventure,Homestay,Cab / Jeep / Train,chennai Getaway 3D/2N,Explore the best of chennai on this 3 Days / 2 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in chennai. Remaining days for local exploration.,chennai beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Chennai_-_bird%27s-eye_view.jpg/1200px-Chennai_-_bird%27s-eye_view.jpg,3
T0236,Goa,Darjeeling,Hill,All Season,2573,2315,3144,4.4,Budget,Cultural,Heritage Hotel,Flight / Cab,Darjeeling Getaway 1D/1N,Explore the best of Darjeeling on this 1 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Darjeeling. Remaining days for local exploration.,Hill viewpoints near Darjeeling; Short treks; Nature walks; Local village visit; Sunrise spots,https://s7ap1.scene7.com/is/image/incredibleindia/1-the-land-of-the-thunderbolt-darjeeling-west-bengal-city-ff?qlt=82&ts=1726643758623,1
T0237,Ahmedabad,Goa,Beach,Winter,22256,20030,31128,4.8,Group,Hill,Cottage,Flight / Cab,Goa Getaway 9D/8N,Explore the best of Goa on this 9 Days / 8 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Goa. Remaining days for local exploration.,Goa beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,9
T0238,Delhi,Manali,Hill,Monsoon,5523,4970,7160,3.8,Group,Adventure,Ashram,Bus / Train / Cab,Manali Getaway 3D/2N,Explore the best of Manali on this 3 Days / 2 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Manali. Remaining days for local exploration.,Hill viewpoints near Manali; Short treks; Nature walks; Local village visit; Sunrise spots,https://www.gokitetours.com/wp-content/uploads/2024/10/The-7-Best-Places-to-visit-in-Shimla-for-Snowfall.webp,3
T0239,Jaipur,Rishikesh,Spiritual,Summer,8273,7445,11520,4.5,Luxury,Spiritual,Campsite,Jeep / Trek / Off-road,Rishikesh Getaway 4D/3N,Explore the best of Rishikesh on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Rishikesh. Remaining days for local exploration.,Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,4
T0240,Goa,Rishikesh,Spiritual,Summer,11704,10533,13812,4.1,Luxury,Nature,Cottage,Flight / Cab,Rishikesh Getaway 6D/5N,Explore the best of Rishikesh on this 6 Days / 5 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Rishikesh. Remaining days for local exploration.,Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,6
T0241,Jaipur,Auli,Adventure,All Season,19672,17704,27387,4,Budget,Nature,Heritage Hotel,Car/Coach,Auli Getaway 8D/7N,Explore the best of Auli on this 8 Days / 7 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Auli. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://www.mygoodtrip.in/wp-content/uploads/2020/08/auli-1024x694.jpg,8
T0242,Bangalore,Periyar,Nature,All Season,11165,10048,16738,4.5,Couple,Hill,Ashram,Bus / Train / Cab,Periyar Getaway 6D/5N,Explore the best of Periyar on this 6 Days / 5 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Periyar. Remaining days for local exploration.,Scenic spots around Periyar; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://kaziranganationalparkassam.in/wp-content/uploads/2021/07/kerala-periyar-national-park-season.jpg,6
T0243,Hyderabad,Shimla,Hill,Spring,11180,10062,12372,4.8,Group,Nature,Homestay,Jeep / Trek / Off-road,Shimla Getaway 4D/3N,Explore the best of Shimla on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Shimla. Remaining days for local exploration.,Hill viewpoints near Shimla; Short treks; Nature walks; Local village visit; Sunrise spots,https://www.hindustantimes.com/ht-img/img/2024/02/03/1600x900/ANI-20240201323-0_1706807941007_1706943308957.jpg,4
T0244,Kolkata,Shimla,Hill,Spring,10283,9254,11359,3.8,Family,Spiritual,Standard Hotel,Jeep / Trek / Off-road,Shimla Getaway 4D/3N,Explore the best of Shimla on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Shimla. Remaining days for local exploration.,Hill viewpoints near Shimla; Short treks; Nature walks; Local village visit; Sunrise spots,https://www.hindustantimes.com/ht-img/img/2024/02/03/1600x900/ANI-20240201323-0_1706807941007_1706943308957.jpg,4
T0245,Chennai,pondicherry,Beach,Spring,17499,15749,24011,4.8,Family,Cultural,Heritage Hotel,Flight / Cab,pondicherry Getaway 8D/7N,Explore the best of pondicherry on this 8 Days / 7 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in pondicherry. Remaining days for local exploration.,pondicherry beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://theculturetrip.com/wp-content/uploads/2017/12/rock-beach-pondy.jpg,8
T0246,Mumbai,Goa,Beach,Winter,23341,21006,31922,4.7,Budget,Cultural,Standard Hotel,Jeep / Trek / Off-road,Goa Getaway 9D/8N,Explore the best of Goa on this 9 Days / 8 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Goa. Remaining days for local exploration.,Goa beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,9
T0247,Kolkata,Varanasi,Spiritual,Winter,4025,3622,4440,3.9,Budget,Spiritual,Heritage Hotel,Car/Coach,Varanasi Getaway 2D/1N,Explore the best of Varanasi on this 2 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Varanasi. Remaining days for local exploration.,Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,2
T0248,Bangalore,Manali,Hill,Monsoon,17871,16083,20145,4.3,Group,Hill,Homestay,Cab / Bus / Jeep,Manali Getaway 7D/6N,Explore the best of Manali on this 7 Days / 6 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Manali. Remaining days for local exploration.,Hill viewpoints near Manali; Short treks; Nature walks; Local village visit; Sunrise spots,https://www.gokitetours.com/wp-content/uploads/2024/10/The-7-Best-Places-to-visit-in-Shimla-for-Snowfall.webp,7
T0249,Pune,Ladakh,Adventure,Summer,10157,9141,11841,4.9,Couple,Nature,Campsite,Train / Bus,Ladakh Getaway 4D/3N,Explore the best of Ladakh on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Ladakh. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a9/ce/de/caption.jpg?w=1200&h=1200&s=1,4
T0250,Delhi,Rishikesh,Adventure,Summer,15356,13820,21044,4.3,Luxury,Nature,Standard Hotel,Car/Coach,Rishikesh Getaway 5D/4N,Explore the best of Rishikesh on this 5 Days / 4 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Rishikesh. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,5
T0251,Jaipur,Periyar,Nature,All Season,5541,4986,7335,4.6,Group,Cultural,Heritage Hotel,Cab / Bus / Jeep,Periyar Getaway 3D/2N,Explore the best of Periyar on this 3 Days / 2 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Periyar. Remaining days for local exploration.,Scenic spots around Periyar; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://kaziranganationalparkassam.in/wp-content/uploads/2021/07/kerala-periyar-national-park-season.jpg,3
T0252,Mumbai,Hampi,Cultural,All Season,7632,6868,9124,4.3,Couple,Hill,Ashram,Car/Coach,Hampi Getaway 4D/3N,Explore the best of Hampi on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Hampi. Remaining days for local exploration.,Hampi City Palace; Hampi Heritage Walk; Local markets; Traditional performance; Museum visit,https://images.travelandleisureasia.com/wp-content/uploads/sites/2/2025/02/12133950/Hampi-places-to-visit-FI-1600x900.jpg,4
T0253,Goa,Coorg,Nature,All Season,2961,2664,3475,4.8,Group,Beach,Ashram,Train / Bus,Coorg Getaway 1D/1N,Explore the best of Coorg on this 1 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Coorg. Remaining days for local exploration.,Scenic spots around Coorg; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://i0.wp.com/oneday.travel/wp-content/uploads/up-tours-1-day-coorg-with-talacauvery-local-sightseeing-tour-package-private-car-header.jpg?fit=1400%2C700&ssl=1,1
T0254,Kolkata,Varanasi,Spiritual,Winter,14570,13113,16566,3.6,Family,Cultural,Resort,Cab / Bus / Jeep,Varanasi Getaway 8D/7N,Explore the best of Varanasi on this 8 Days / 7 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Varanasi. Remaining days for local exploration.,Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,8
T0255,Kolkata,Manali,Adventure,Monsoon,3683,3314,5520,3.9,Group,Beach,Cottage,Cab / Jeep / Train,Manali Getaway 1D/1N,Explore the best of Manali on this 1 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Manali. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://www.gokitetours.com/wp-content/uploads/2024/10/The-7-Best-Places-to-visit-in-Shimla-for-Snowfall.webp,1
T0256,Jaipur,Rishikesh,Spiritual,Summer,16847,15162,20432,5,Budget,Hill,Homestay,Train / Bus,Rishikesh Getaway 9D/8N,Explore the best of Rishikesh on this 9 Days / 8 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Rishikesh. Remaining days for local exploration.,Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,9
T0257,Jaipur,Varanasi,Spiritual,Winter,8705,7834,12139,4.4,Couple,Adventure,Cottage,Bus / Train / Cab,Varanasi Getaway 5D/4N,Explore the best of Varanasi on this 5 Days / 4 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Varanasi. Remaining days for local exploration.,Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,5
T0258,Delhi,Munnar,Hill,All Season,4750,4275,7120,4.1,Luxury,Cultural,Campsite,Cab / Jeep / Train,Munnar Getaway 2D/1N,Explore the best of Munnar on this 2 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Munnar. Remaining days for local exploration.,Hill viewpoints near Munnar; Short treks; Nature walks; Local village visit; Sunrise spots,https://wandersmunnar.com/wp-content/uploads/2022/07/topstation-tour-1.jpg,2
T0259,Goa,chennai,Beach,Monsoon,22115,19903,27138,4.1,Group,Nature,Standard Hotel,Bus / Train / Cab,chennai Getaway 9D/8N,Explore the best of chennai on this 9 Days / 8 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in chennai. Remaining days for local exploration.,chennai beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Chennai_-_bird%27s-eye_view.jpg/1200px-Chennai_-_bird%27s-eye_view.jpg,9
T0260,Delhi,Munnar,Hill,All Season,2155,1939,3109,3.9,Luxury,Spiritual,Resort,Train / Bus,Munnar Getaway 1D/1N,Explore the best of Munnar on this 1 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Munnar. Remaining days for local exploration.,Hill viewpoints near Munnar; Short treks; Nature walks; Local village visit; Sunrise spots,https://wandersmunnar.com/wp-content/uploads/2022/07/topstation-tour-1.jpg,1
T0261,Pune,Khajuraho,Cultural,All Season,2420,2178,3420,4.4,Couple,Hill,Cottage,Jeep / Trek / Off-road,Khajuraho Getaway 1D/1N,Explore the best of Khajuraho on this 1 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Khajuraho. Remaining days for local exploration.,Khajuraho City Palace; Khajuraho Heritage Walk; Local markets; Traditional performance; Museum visit,https://kevinstandagephotography.wordpress.com/wp-content/uploads/2018/04/ksp_4720.jpg?w=890,1
T0262,Bangalore,Goa,Beach,Winter,10642,9577,15623,3.6,Family,Adventure,Cottage,Jeep / Trek / Off-road,Goa Getaway 6D/5N,Explore the best of Goa on this 6 Days / 5 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Goa. Remaining days for local exploration.,Goa beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,6
T0263,Delhi,chennai,Beach,Monsoon,6842,6157,7659,4.5,Group,Beach,Standard Hotel,Jeep / Trek / Off-road,chennai Getaway 3D/2N,Explore the best of chennai on this 3 Days / 2 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in chennai. Remaining days for local exploration.,chennai beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Chennai_-_bird%27s-eye_view.jpg/1200px-Chennai_-_bird%27s-eye_view.jpg,3
T0264,Chennai,Kerala,Nature,Spring,21113,19001,24038,4.6,Luxury,Beach,Heritage Hotel,Flight / Cab,Kerala Getaway 9D/8N,Explore the best of Kerala on this 9 Days / 8 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Kerala. Remaining days for local exploration.,Scenic spots around Kerala; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://media.worldnomads.com/social-share-images/india/see-and-do-kerala-social.jpg,9
T0265,Ahmedabad,Spiti,Adventure,All Season,30942,27847,42634,4.1,Budget,Beach,Cottage,Train / Bus,Spiti Getaway 10D/9N,Explore the best of Spiti on this 10 Days / 9 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Spiti. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmugeHcyurV8E1iguOdWfCnPh4gxVtrBwgeQ&s,10
T0266,Chennai,Tirupati,Spiritual,All Season,7567,6810,8989,4.2,Family,Beach,Heritage Hotel,Bus / Train / Cab,Tirupati Getaway 5D/4N,Explore the best of Tirupati on this 5 Days / 4 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Tirupati. Remaining days for local exploration.,Tirupati temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://upload.wikimedia.org/wikipedia/commons/4/4e/Tirumala_090615.jpg,5
T0267,Bangalore,Munnar,Hill,All Season,18553,16697,27265,4.6,Luxury,Nature,Ashram,Cab / Jeep / Train,Munnar Getaway 9D/8N,Explore the best of Munnar on this 9 Days / 8 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Munnar. Remaining days for local exploration.,Hill viewpoints near Munnar; Short treks; Nature walks; Local village visit; Sunrise spots,https://wandersmunnar.com/wp-content/uploads/2022/07/topstation-tour-1.jpg,9
T0268,Delhi,Mysore,Cultural,All Season,4228,3805,4800,4.4,Luxury,Beach,Cottage,Train / Bus,Mysore Getaway 2D/1N,Explore the best of Mysore on this 2 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Mysore. Remaining days for local exploration.,Mysore City Palace; Mysore Heritage Walk; Local markets; Traditional performance; Museum visit,https://www.holidaymonk.com/wp-content/uploads/2022/05/Mysore-Palace.webp,2
T0269,Chennai,Rishikesh,Adventure,Summer,6715,6043,9126,3.7,Luxury,Beach,Ashram,Bus / Train / Cab,Rishikesh Getaway 2D/1N,Explore the best of Rishikesh on this 2 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Rishikesh. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,2
T0270,Delhi,Spiti,Adventure,All Season,6497,5847,8969,4.2,Luxury,Cultural,Campsite,Train / Bus,Spiti Getaway 2D/1N,Explore the best of Spiti on this 2 Days / 1 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Spiti. Remaining days for local exploration.,Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmugeHcyurV8E1iguOdWfCnPh4gxVtrBwgeQ&s,2
T0271,Hyderabad,Kerala,Nature,Spring,6552,5896,9449,4.4,Couple,Cultural,Standard Hotel,Car/Coach,Kerala Getaway 3D/2N,Explore the best of Kerala on this 3 Days / 2 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Kerala. Remaining days for local exploration.,Scenic spots around Kerala; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://media.worldnomads.com/social-share-images/india/see-and-do-kerala-social.jpg,3
T0272,Ahmedabad,Coorg,Nature,All Season,9093,8183,10534,3.9,Luxury,Hill,Homestay,Bus / Train / Cab,Coorg Getaway 4D/3N,Explore the best of Coorg on this 4 Days / 3 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Coorg. Remaining days for local exploration.,Scenic spots around Coorg; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://i0.wp.com/oneday.travel/wp-content/uploads/up-tours-1-day-coorg-with-talacauvery-local-sightseeing-tour-package-private-car-header.jpg?fit=1400%2C700&ssl=1,4
T0273,Chennai,Bandhavgarh,Nature,All Season,11976,10778,14139,4.2,Budget,Beach,Campsite,Train / Bus,Bandhavgarh Getaway 5D/4N,Explore the best of Bandhavgarh on this 5 Days / 4 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Bandhavgarh. Remaining days for local exploration.,Scenic spots around Bandhavgarh; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://www.bandhavgarh.net/wp-content/uploads/2023/03/bandhavgarh-national-park-gate.webp,5
T0274,Goa,Hampi,Cultural,All Season,22635,20371,31900,4,Group,Beach,Homestay,Bus / Train / Cab,Hampi Getaway 10D/9N,Explore the best of Hampi on this 10 Days / 9 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Hampi. Remaining days for local exploration.,Hampi City Palace; Hampi Heritage Walk; Local markets; Traditional performance; Museum visit,https://images.travelandleisureasia.com/wp-content/uploads/sites/2/2025/02/12133950/Hampi-places-to-visit-FI-1600x900.jpg,10
T0275,Hyderabad,vizag,Beach,Monsoon,19924,17931,23753,4.5,Budget,Nature,Standard Hotel,Car/Coach,vizag Getaway 8D/7N,Explore the best of vizag on this 8 Days / 7 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in vizag. Remaining days for local exploration.,vizag beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://www.indiantempletour.com/wp-content/uploads/2022/08/Andaman-and-Nicobar-Islands-Package-1.jpg,8
T0276,Delhi,Bandhavgarh,Nature,All Season,23520,21168,33250,4.6,Luxury,Adventure,Cottage,Cab / Jeep / Train,Bandhavgarh Getaway 10D/9N,Explore the best of Bandhavgarh on this 10 Days / 9 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Bandhavgarh. Remaining days for local exploration.,Scenic spots around Bandhavgarh; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://www.bandhavgarh.net/wp-content/uploads/2023/03/bandhavgarh-national-park-gate.webp,10
T0277,Pune,Periyar,Nature,All Season,13480,12132,17870,4.9,Budget,Hill,Homestay,Flight / Cab,Periyar Getaway 6D/5N,Explore the best of Periyar on this 6 Days / 5 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Periyar. Remaining days for local exploration.,Scenic spots around Periyar; Nature trails; Wildlife/Backwater cruise; Sunset viewpoints; Local flora & fauna,https://kaziranganationalparkassam.in/wp-content/uploads/2021/07/kerala-periyar-national-park-season.jpg,6
T0278,Goa,Shimla,Hill,Spring,8884,7995,10196,4.1,Group,Nature,Resort,Train / Bus,Shimla Getaway 3D/2N,Explore the best of Shimla on this 3 Days / 2 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Shimla. Remaining days for local exploration.,Hill viewpoints near Shimla; Short treks; Nature walks; Local village visit; Sunrise spots,https://www.hindustantimes.com/ht-img/img/2024/02/03/1600x900/ANI-20240201323-0_1706807941007_1706943308957.jpg,3
T0279,Bangalore,Mysore,Cultural,All Season,12794,11514,18453,3.7,Couple,Hill,Ashram,Bus / Train / Cab,Mysore Getaway 5D/4N,Explore the best of Mysore on this 5 Days / 4 Nights package with inclusive amenities.,Day 1: Arrival and sightseeing in Mysore. Remaining days for local exploration.,Mysore City Palace; Mysore Heritage Walk; Local markets; Traditional performance; Museum visit,https://www.holidaymonk.com/wp-content/uploads/2022/05/Mysore-Palace.webp,5
